State,Date,Consumption
Alabama,01/03/22,29716.799
Alabama,01/02/22,26521.28
Alabama,01/01/22,37520.247
Alabama,01/12/21,32808.683
Alabama,01/11/21,33232.928
Alabama,01/10/21,31371.307
Alabama,01/09/21,33262.537
Alabama,01/08/21,40340.979
Alabama,01/07/21,38275.824
Alabama,01/06/21,36697.531
Alabama,01/05/21,28622.069
Alabama,01/04/21,23712.535
Alabama,01/03/21,25203.268
Alabama,01/02/21,26637.723
Alabama,01/01/21,33188.486
Alabama,01/12/20,31922.963
Alabama,01/11/20,23649.515
Alabama,01/10/20,30364.159
Alabama,01/09/20,35647.951
Alabama,01/08/20,41841.947
Alabama,01/07/20,46972.61
Alabama,01/06/20,39630.077
Alabama,01/05/20,30957.831
Alabama,01/04/20,21931.897
Alabama,01/03/20,32206.431
Alabama,01/02/20,30671.196
Alabama,01/01/20,30376.324
Alabama,01/12/19,28281.535
Alabama,01/11/19,29432.195
Alabama,01/10/19,35091.925
Alabama,01/09/19,43266.202
Alabama,01/08/19,44598.55
Alabama,01/07/19,43960.29
Alabama,01/06/19,38809.2
Alabama,01/05/19,36268.202
Alabama,01/04/19,27244.307
Alabama,01/03/19,35315.407
Alabama,01/02/19,28042.937
Alabama,01/01/19,28621.473
Alabama,01/12/18,30691.116
Alabama,01/11/18,31598.383
Alabama,01/10/18,36928.593
Alabama,01/09/18,42870.874
Alabama,01/08/18,42422.239
Alabama,01/07/18,44172.788
Alabama,01/06/18,38609.568
Alabama,01/05/18,39502.911
Alabama,01/04/18,33626.16
Alabama,01/03/18,31064.255
Alabama,01/02/18,25180.545
Alabama,01/01/18,34238.862
Alabama,01/12/17,30413.186
Alabama,01/11/17,30616.931
Alabama,01/10/17,31595.705
Alabama,01/09/17,34363.371
Alabama,01/08/17,39606.781
Alabama,01/07/17,41699.712
Alabama,01/06/17,31237.51
Alabama,01/05/17,30940.223
Alabama,01/04/17,29957.112
Alabama,01/03/17,31584.885
Alabama,01/02/17,22805.147
Alabama,01/01/17,25217.086
Alabama,01/12/16,31014.994
Alabama,01/11/16,30551.197
Alabama,01/10/16,31645.424
Alabama,01/09/16,40185.174
Alabama,01/08/16,43070.149
Alabama,01/07/16,44141.588
Alabama,01/06/16,39005.763
Alabama,01/05/16,33044.019
Alabama,01/04/16,26246.843
Alabama,01/03/16,30786.997
Alabama,01/02/16,29301.969
Alabama,01/01/16,33918.977
Alabama,01/12/15,33320.462
Alabama,01/11/15,31415.014
Alabama,01/10/15,31618.026
Alabama,01/09/15,33205.973
Alabama,01/08/15,37362.292
Alabama,01/07/15,39112.83
Alabama,01/06/15,36718.428
Alabama,01/05/15,32390.617
Alabama,01/04/15,24902.333
Alabama,01/03/15,30383.095
Alabama,01/02/15,31359.981
Alabama,01/01/15,35708.548
Alabama,01/12/14,31210.298
Alabama,01/11/14,33379.919
Alabama,01/10/14,30282.165
Alabama,01/09/14,32492.821
Alabama,01/08/14,34915.055
Alabama,01/07/14,30843.23
Alabama,01/06/14,30018.126
Alabama,01/05/14,27325.464
Alabama,01/04/14,18805.21
Alabama,01/03/14,26747.197
Alabama,01/02/14,18406.332
Alabama,01/01/14,31638.824
Alabama,01/12/13,27437.177
Alabama,01/11/13,27210.513
Alabama,01/10/13,27082.333
Alabama,01/09/13,26570.953
Alabama,01/08/13,33104.567
Alabama,01/07/13,30427.522
Alabama,01/06/13,29019.863
Alabama,01/05/13,21577.605
Alabama,01/04/13,22244.717
Alabama,01/03/13,31387.921
Alabama,01/02/13,30863.265
Alabama,01/01/13,26970.658
Alabama,01/12/12,31222.306
Alabama,01/11/12,26858.231
Alabama,01/10/12,24621.906
Alabama,01/09/12,31873.405
Alabama,01/08/12,39323.992
Alabama,01/07/12,42745.611
Alabama,01/06/12,38228.801
Alabama,01/05/12,37973.636
Alabama,01/04/12,31146.294
Alabama,01/03/12,29926.738
Alabama,01/02/12,34516.681
Alabama,01/01/12,32868.369
Alabama,01/12/11,32287.285
Alabama,01/11/11,31661.511
Alabama,01/10/11,26922.749
Alabama,01/09/11,31064.796
Alabama,01/08/11,40687.816
Alabama,01/07/11,36666.029
Alabama,01/06/11,31412.869
Alabama,01/05/11,23978.737
Alabama,01/04/11,17484.13
Alabama,01/03/11,20203.883
Alabama,01/02/11,23751.647
Alabama,01/01/11,26719.889
Alabama,01/12/10,28292.824
Alabama,01/11/10,19702.21
Alabama,01/10/10,22719.161
Alabama,01/09/10,25628.606
Alabama,01/08/10,35282.55
Alabama,01/07/10,32167.952
Alabama,01/06/10,28532.895
Alabama,01/05/10,20433.223
Alabama,01/04/10,13842.239
Alabama,01/03/10,16229.81
Alabama,01/02/10,18112.145
Alabama,01/01/10,20778.522
Alabama,01/12/09,16619.068
Alabama,01/11/09,14408.395
Alabama,01/10/09,13515.153
Alabama,01/09/09,20071.617
Alabama,01/08/09,26091.306
Alabama,01/07/09,25545.15
Alabama,01/06/09,26458.213
Alabama,01/05/09,16319.133
Alabama,01/04/09,16260.001
Alabama,01/03/09,17513.446
Alabama,01/02/09,18184.256
Alabama,01/01/09,16028.979
Alabama,01/12/08,10127.082
Alabama,01/11/08,15854.403
Alabama,01/10/08,13776.511
Alabama,01/09/08,13647.205
Alabama,01/08/08,22279.766
Alabama,01/07/08,22432.216
Alabama,01/06/08,19298.367
Alabama,01/05/08,5052.048
Alabama,01/04/08,6097.612
Alabama,01/03/08,8903.652
Alabama,01/02/08,10013.896
Alabama,01/01/08,16783.35
Alabama,01/12/07,11598.492
Alabama,01/11/07,9449.426
Alabama,01/10/07,14378.248
Alabama,01/09/07,16899.865
Alabama,01/08/07,30741.155
Alabama,01/07/07,19033.076
Alabama,01/06/07,17204.788
Alabama,01/05/07,10907.85
Alabama,01/04/07,13770.145
Alabama,01/03/07,8690.567
Alabama,01/02/07,14804.776
Alabama,01/01/07,8257.285
Alabama,01/12/06,7829.39151
Alabama,01/11/06,7580.31609
Alabama,01/10/06,10609.79824
Alabama,01/09/06,11340.32838
Alabama,01/08/06,26195.62386
Alabama,01/07/06,25243.80813
Alabama,01/06/06,19063.6935
Alabama,01/05/06,11641.77863
Alabama,01/04/06,9059.3519
Alabama,01/03/06,7726.16554
Alabama,01/02/06,5197.37208
Alabama,01/01/06,4040.63516
Alabama,01/12/05,9749.16421
Alabama,01/11/05,6522.70393
Alabama,01/10/05,5719.63009
Alabama,01/09/05,9582.05223
Alabama,01/08/05,17573.02054
Alabama,01/07/05,15973.62999
Alabama,01/06/05,11921.07372
Alabama,01/05/05,6678.23652
Alabama,01/04/05,3991.33932
Alabama,01/03/05,6532.35393
Alabama,01/02/05,4523.80463
Alabama,01/01/05,6019.27389
Alabama,01/12/04,6646.64042
Alabama,01/11/04,4994.92492
Alabama,01/10/04,7253.55405
Alabama,01/09/04,9688.87749
Alabama,01/08/04,14661.80819
Alabama,01/07/04,17481.47802
Alabama,01/06/04,11388.1931
Alabama,01/05/04,10409.089
Alabama,01/04/04,8551.65261
Alabama,01/03/04,8671.68929
Alabama,01/02/04,8269.92627
Alabama,01/01/04,9037.95864
Alabama,01/12/03,5790.746
Alabama,01/11/03,3572.927
Alabama,01/10/03,2734.802
Alabama,01/09/03,6905.798
Alabama,01/08/03,17125.63
Alabama,01/07/03,12970.757
Alabama,01/06/03,8673.186
Alabama,01/05/03,4273.641
Alabama,01/04/03,5527.712
Alabama,01/03/03,4057.278
Alabama,01/02/03,5068.943
Alabama,01/01/03,9427.681
Alabama,01/12/02,5608.174
Alabama,01/11/02,5415.166
Alabama,01/10/02,7063.547
Alabama,01/09/02,11855.406
Alabama,01/08/02,15891.671
Alabama,01/07/02,15228.106
Alabama,01/06/02,12395.658
Alabama,01/05/02,7316.279
Alabama,01/04/02,7216.773
Alabama,01/03/02,7301.452
Alabama,01/02/02,8006.122
Alabama,01/01/02,9105.038
Alabama,01/12/01,6324.297
Alabama,01/11/01,7007.134
Alabama,01/10/01,7473.323
Alabama,01/09/01,7156.691
Alabama,01/08/01,8891.774
Alabama,01/07/01,8347.6
Alabama,01/06/01,6493.276
Alabama,01/05/01,4650.764
Alabama,01/04/01,3342.301
Alabama,01/03/01,3634.43
Alabama,01/02/01,1855.746
Alabama,01/01/01,3690.904
Alaska,01/03/22,1427.167
Alaska,01/02/22,1826.377
Alaska,01/01/22,2200.891
Alaska,01/12/21,1846.261
Alaska,01/11/21,2152.128
Alaska,01/10/21,2131.413
Alaska,01/09/21,2096.356
Alaska,01/08/21,2843.555
Alaska,01/07/21,2711.968
Alaska,01/06/21,2239.059
Alaska,01/05/21,1243.005
Alaska,01/04/21,1634.313
Alaska,01/03/21,1744.88
Alaska,01/02/21,1811.336
Alaska,01/01/21,1903.555
Alaska,01/12/20,2604.344
Alaska,01/11/20,2412.763
Alaska,01/10/20,1371.173
Alaska,01/09/20,1582.261
Alaska,01/08/20,1683.494
Alaska,01/07/20,1752.466
Alaska,01/06/20,1706.884
Alaska,01/05/20,1707.921
Alaska,01/04/20,1640.734
Alaska,01/03/20,1937.109
Alaska,01/02/20,2004.469
Alaska,01/01/20,2437.708
Alaska,01/12/19,2077.293
Alaska,01/11/19,2041.619
Alaska,01/10/19,1932.25
Alaska,01/09/19,1524.461
Alaska,01/08/19,1943.95
Alaska,01/07/19,2118.991
Alaska,01/06/19,1707.685
Alaska,01/05/19,1875.78
Alaska,01/04/19,2130.341
Alaska,01/03/19,2187.865
Alaska,01/02/19,2214.067
Alaska,01/01/19,2646.704
Alaska,01/12/18,2237.818
Alaska,01/11/18,2061.116
Alaska,01/10/18,1648.523
Alaska,01/09/18,1991.555
Alaska,01/08/18,2080.286
Alaska,01/07/18,2149.391
Alaska,01/06/18,1961.663
Alaska,01/05/18,2105.945
Alaska,01/04/18,1957.977
Alaska,01/03/18,2344.352
Alaska,01/02/18,2255.927
Alaska,01/01/18,2598.345
Alaska,01/12/17,2687.074
Alaska,01/11/17,2657.332
Alaska,01/10/17,2174.84
Alaska,01/09/17,2146.294
Alaska,01/08/17,2379.117
Alaska,01/07/17,2389.391
Alaska,01/06/17,2230.563
Alaska,01/05/17,2313.483
Alaska,01/04/17,2245.381
Alaska,01/03/17,2590.924
Alaska,01/02/17,2488.63
Alaska,01/01/17,2630.366
Alaska,01/12/16,2523.063
Alaska,01/11/16,2469.272
Alaska,01/10/16,2055.118
Alaska,01/09/16,2150.009
Alaska,01/08/16,2189.276
Alaska,01/07/16,2350.914
Alaska,01/06/16,2215.786
Alaska,01/05/16,2404.561
Alaska,01/04/16,2436.001
Alaska,01/03/16,2387.444
Alaska,01/02/16,2330.806
Alaska,01/01/16,2711.718
Alaska,01/12/15,2635.546
Alaska,01/11/15,2497.687
Alaska,01/10/15,2114.113
Alaska,01/09/15,1845.971
Alaska,01/08/15,2224.877
Alaska,01/07/15,2365.909
Alaska,01/06/15,2474.746
Alaska,01/05/15,2314.093
Alaska,01/04/15,2476.949
Alaska,01/03/15,3043.628
Alaska,01/02/15,3098.963
Alaska,01/01/15,3114.11
Alaska,01/12/14,2937.687
Alaska,01/11/14,2820.67
Alaska,01/10/14,2482.187
Alaska,01/09/14,1955.766
Alaska,01/08/14,2536.234
Alaska,01/07/14,2728.068
Alaska,01/06/14,2866.109
Alaska,01/05/14,2668.041
Alaska,01/04/14,2512.157
Alaska,01/03/14,2734.137
Alaska,01/02/14,2738.187
Alaska,01/01/14,2964.757
Alaska,01/12/13,3254.984
Alaska,01/11/13,2917.25
Alaska,01/10/13,2457.423
Alaska,01/09/13,2531.25
Alaska,01/08/13,2588.933
Alaska,01/07/13,2711.427
Alaska,01/06/13,2595.711
Alaska,01/05/13,2729.764
Alaska,01/04/13,2754.524
Alaska,01/03/13,2971.092
Alaska,01/02/13,2827.025
Alaska,01/01/13,3604.302
Alaska,01/12/12,2989.332
Alaska,01/11/12,3573.405
Alaska,01/10/12,3306.671
Alaska,01/09/12,2969.7
Alaska,01/08/12,3267.99
Alaska,01/07/12,3103.787
Alaska,01/06/12,2928.415
Alaska,01/05/12,3187.509
Alaska,01/04/12,3411.729
Alaska,01/03/12,3518.45
Alaska,01/02/12,3468.508
Alaska,01/01/12,4032.914
Alaska,01/12/11,3736.725
Alaska,01/11/11,3579.29
Alaska,01/10/11,3366.621
Alaska,01/09/11,3465.481
Alaska,01/08/11,3407.279
Alaska,01/07/11,3206.087
Alaska,01/06/11,3135.312
Alaska,01/05/11,3278.836
Alaska,01/04/11,3703.346
Alaska,01/03/11,3563.994
Alaska,01/02/11,3362.66
Alaska,01/01/11,3932.128
Alaska,01/12/10,3628.435
Alaska,01/11/10,3009.672
Alaska,01/10/10,3517.043
Alaska,01/09/10,3068.884
Alaska,01/08/10,3312.31
Alaska,01/07/10,2981.51
Alaska,01/06/10,2720.824
Alaska,01/05/10,3466.81
Alaska,01/04/10,3583.309
Alaska,01/03/10,3458.842
Alaska,01/02/10,3210.127
Alaska,01/01/10,3774.008
Alaska,01/12/09,4021.686
Alaska,01/11/09,3497.033
Alaska,01/10/09,3222.532
Alaska,01/09/09,2972.052
Alaska,01/08/09,2708.461
Alaska,01/07/09,2980.048
Alaska,01/06/09,2994.91
Alaska,01/05/09,2983.472
Alaska,01/04/09,2884.417
Alaska,01/03/09,3233.98
Alaska,01/02/09,2980.694
Alaska,01/01/09,3599.046
Alaska,01/12/08,3817.423
Alaska,01/11/08,3874.983
Alaska,01/10/08,3725.187
Alaska,01/09/08,3716.169
Alaska,01/08/08,3741.343
Alaska,01/07/08,3702.485
Alaska,01/06/08,3048.065
Alaska,01/05/08,3205.441
Alaska,01/04/08,3195.549
Alaska,01/03/08,3706.502
Alaska,01/02/08,3523.219
Alaska,01/01/08,3942.764
Alaska,01/12/07,3382.619
Alaska,01/11/07,3777.754
Alaska,01/10/07,3905.23
Alaska,01/09/07,3508.415
Alaska,01/08/07,3095.804
Alaska,01/07/07,3149.804
Alaska,01/06/07,3180.395
Alaska,01/05/07,3099.493
Alaska,01/04/07,3197.76
Alaska,01/03/07,3538.873
Alaska,01/02/07,3234.892
Alaska,01/01/07,3830.18
Alaska,01/12/06,4028.96907
Alaska,01/11/06,3947.15926
Alaska,01/10/06,3616.27366
Alaska,01/09/06,3237.46988
Alaska,01/08/06,3740.55016
Alaska,01/07/06,3799.85573
Alaska,01/06/06,3641.10094
Alaska,01/05/06,3327.12556
Alaska,01/04/06,3174.00128
Alaska,01/03/06,3554.45627
Alaska,01/02/06,3390.24888
Alaska,01/01/06,3831.21031
Alaska,01/12/05,3775.7962
Alaska,01/11/05,3443.22782
Alaska,01/10/05,3507.42081
Alaska,01/09/05,3156.7639
Alaska,01/08/05,3808.98181
Alaska,01/07/05,3526.75791
Alaska,01/06/05,2967.98114
Alaska,01/05/05,2815.1723
Alaska,01/04/05,2768.72035
Alaska,01/03/05,3098.40984
Alaska,01/02/05,2992.77911
Alaska,01/01/05,3421.80084
Alaska,01/12/04,3762.12969
Alaska,01/11/04,3002.83744
Alaska,01/10/04,2787.76386
Alaska,01/09/04,2998.88895
Alaska,01/08/04,2960.36564
Alaska,01/07/04,3317.471
Alaska,01/06/04,3275.32719
Alaska,01/05/04,3026.63621
Alaska,01/04/04,2639.8909
Alaska,01/03/04,2860.17918
Alaska,01/02/04,3315.7884
Alaska,01/01/04,3693.53755
Alaska,01/12/03,3364.839
Alaska,01/11/03,2990.015
Alaska,01/10/03,2847.611
Alaska,01/09/03,2628.444
Alaska,01/08/03,2667.645
Alaska,01/07/03,2869.22
Alaska,01/06/03,2769.405
Alaska,01/05/03,2514.932
Alaska,01/04/03,2589.572
Alaska,01/03/03,2855.094
Alaska,01/02/03,2959.804
Alaska,01/01/03,3345.953
Alaska,01/12/02,3117.519
Alaska,01/11/02,2604.992
Alaska,01/10/02,2861.309
Alaska,01/09/02,2601.23
Alaska,01/08/02,2481.889
Alaska,01/07/02,2785.649
Alaska,01/06/02,2518.495
Alaska,01/05/02,2397.747
Alaska,01/04/02,2561.609
Alaska,01/03/02,2662.959
Alaska,01/02/02,2341.985
Alaska,01/01/02,2769.022
Alaska,01/12/01,3234.533
Alaska,01/11/01,2985.543
Alaska,01/10/01,2865.081
Alaska,01/09/01,2392.283
Alaska,01/08/01,2574.317
Alaska,01/07/01,2438.609
Alaska,01/06/01,2426.609
Alaska,01/05/01,2254.978
Alaska,01/04/01,2432.004
Alaska,01/03/01,2962.155
Alaska,01/02/01,2832.654
Alaska,01/01/01,3189.447
Arizona,01/03/22,21127.454
Arizona,01/02/22,18926.48
Arizona,01/01/22,19739.142
Arizona,01/12/21,24825.472
Arizona,01/11/21,20954.375
Arizona,01/10/21,26824.227
Arizona,01/09/21,34906.122
Arizona,01/08/21,41549.341
Arizona,01/07/21,45550.993
Arizona,01/06/21,36790.792
Arizona,01/05/21,31796.694
Arizona,01/04/21,28267.447
Arizona,01/03/21,23270.493
Arizona,01/02/21,16414.639
Arizona,01/01/21,27645.541
Arizona,01/12/20,29758.339
Arizona,01/11/20,27920.216
Arizona,01/10/20,36226.96
Arizona,01/09/20,38873.511
Arizona,01/08/20,44619.247
Arizona,01/07/20,44401.98
Arizona,01/06/20,35315.083
Arizona,01/05/20,32624.534
Arizona,01/04/20,25226.488
Arizona,01/03/20,21061.971
Arizona,01/02/20,25511.416
Arizona,01/01/20,27319.683
Arizona,01/12/19,31194.855
Arizona,01/11/19,25141.327
Arizona,01/10/19,33415.573
Arizona,01/09/19,36466.255
Arizona,01/08/19,42353.929
Arizona,01/07/19,40819.148
Arizona,01/06/19,33077.306
Arizona,01/05/19,23595.201
Arizona,01/04/19,25867.712
Arizona,01/03/19,23034.92
Arizona,01/02/19,19475.77
Arizona,01/01/19,21865.053
Arizona,01/12/18,22760.329
Arizona,01/11/18,21537.66
Arizona,01/10/18,29070.083
Arizona,01/09/18,35544.326
Arizona,01/08/18,38223.478
Arizona,01/07/18,36700.963
Arizona,01/06/18,27027.25
Arizona,01/05/18,20669.663
Arizona,01/04/18,17335.412
Arizona,01/03/18,11911.983
Arizona,01/02/18,11958.685
Arizona,01/01/18,11912.722
Arizona,01/12/17,15826.872
Arizona,01/11/17,12898.518
Arizona,01/10/17,21724.859
Arizona,01/09/17,24843.941
Arizona,01/08/17,31172.079
Arizona,01/07/17,34287.176
Arizona,01/06/17,27645.513
Arizona,01/05/17,19063.448
Arizona,01/04/17,14261.804
Arizona,01/03/17,7330.642
Arizona,01/02/17,5361.714
Arizona,01/01/17,9535.204
Arizona,01/12/16,9591.094
Arizona,01/11/16,12132.213
Arizona,01/10/16,20782.561
Arizona,01/09/16,28583.986
Arizona,01/08/16,36031.47
Arizona,01/07/16,36487.555
Arizona,01/06/16,31042.122
Arizona,01/05/16,20254.772
Arizona,01/04/16,18638.354
Arizona,01/03/16,14141.565
Arizona,01/02/16,12558.777
Arizona,01/01/16,15253.627
Arizona,01/12/15,17489.22
Arizona,01/11/15,17648.152
Arizona,01/10/15,24377.164
Arizona,01/09/15,30919.147
Arizona,01/08/15,38045.139
Arizona,01/07/15,33639.689
Arizona,01/06/15,30515.503
Arizona,01/05/15,13127.436
Arizona,01/04/15,13275.825
Arizona,01/03/15,9359.822
Arizona,01/02/15,8647.594
Arizona,01/01/15,11324.161
Arizona,01/12/14,9510.359
Arizona,01/11/14,14174.833
Arizona,01/10/14,19861.498
Arizona,01/09/14,27212.186
Arizona,01/08/14,29902.795
Arizona,01/07/14,31950.082
Arizona,01/06/14,22798.834
Arizona,01/05/14,14062.053
Arizona,01/04/14,9438.757
Arizona,01/03/14,5743.737
Arizona,01/02/14,10275.595
Arizona,01/01/14,10766.568
Arizona,01/12/13,18509.003
Arizona,01/11/13,11973.799
Arizona,01/10/13,15398.5
Arizona,01/09/13,26901.732
Arizona,01/08/13,35253.938
Arizona,01/07/13,35134.32
Arizona,01/06/13,25794.086
Arizona,01/05/13,11627.916
Arizona,01/04/13,12786.774
Arizona,01/03/13,9255.008
Arizona,01/02/13,8874.057
Arizona,01/01/13,11475.899
Arizona,01/12/12,7054.418
Arizona,01/11/12,8550.375
Arizona,01/10/12,19456.938
Arizona,01/09/12,25390.667
Arizona,01/08/12,35176.542
Arizona,01/07/12,29721.924
Arizona,01/06/12,25081.988
Arizona,01/05/12,16741.791
Arizona,01/04/12,17556.217
Arizona,01/03/12,15875.814
Arizona,01/02/12,15085.457
Arizona,01/01/12,13125.545
Arizona,01/12/11,9368.662
Arizona,01/11/11,11626.525
Arizona,01/10/11,16840.818
Arizona,01/09/11,21994.181
Arizona,01/08/11,31547.066
Arizona,01/07/11,25648.439
Arizona,01/06/11,16714.582
Arizona,01/05/11,8378.593
Arizona,01/04/11,11340.142
Arizona,01/03/11,6239.233
Arizona,01/02/11,9602.055
Arizona,01/01/11,11665.63
Arizona,01/12/10,12933.872
Arizona,01/11/10,15010.391
Arizona,01/10/10,22023.749
Arizona,01/09/10,27946.221
Arizona,01/08/10,33648.867
Arizona,01/07/10,31989.598
Arizona,01/06/10,21044.635
Arizona,01/05/10,12327.357
Arizona,01/04/10,15326.331
Arizona,01/03/10,13644.165
Arizona,01/02/10,9482.263
Arizona,01/01/10,9052.711
Arizona,01/12/09,15039.119
Arizona,01/11/09,15914.164
Arizona,01/10/09,23705.777
Arizona,01/09/09,29934.507
Arizona,01/08/09,36612.564
Arizona,01/07/09,38981.022
Arizona,01/06/09,21103.554
Arizona,01/05/09,24652.044
Arizona,01/04/09,15352.725
Arizona,01/03/09,13533.199
Arizona,01/02/09,13960.565
Arizona,01/01/09,13115.077
Arizona,01/12/08,18623.385
Arizona,01/11/08,16681.336
Arizona,01/10/08,24778.87
Arizona,01/09/08,30602.638
Arizona,01/08/08,35815.078
Arizona,01/07/08,34637.484
Arizona,01/06/08,27978.191
Arizona,01/05/08,18871.168
Arizona,01/04/08,20820.792
Arizona,01/03/08,12450.826
Arizona,01/02/08,18590.902
Arizona,01/01/08,23966.215
Arizona,01/12/07,22894.092
Arizona,01/11/07,20660.694
Arizona,01/10/07,24193.638
Arizona,01/09/07,29492.399
Arizona,01/08/07,36053.185
Arizona,01/07/07,38830.034
Arizona,01/06/07,30812.746
Arizona,01/05/07,23429.543
Arizona,01/04/07,13843.381
Arizona,01/03/07,7508.807
Arizona,01/02/07,13872.868
Arizona,01/01/07,18565.031
Arizona,01/12/06,17553.5847
Arizona,01/11/06,17806.363
Arizona,01/10/06,27279.30563
Arizona,01/09/06,26270.14463
Arizona,01/08/06,32299.90531
Arizona,01/07/06,30470.37678
Arizona,01/06/06,25899.08665
Arizona,01/05/06,16912.75342
Arizona,01/04/06,14247.84242
Arizona,01/03/06,12285.54986
Arizona,01/02/06,12938.67803
Arizona,01/01/06,14182.54061
Arizona,01/12/05,17198.77233
Arizona,01/11/05,16475.27952
Arizona,01/10/05,19429.97374
Arizona,01/09/05,22217.98501
Arizona,01/08/05,30522.70333
Arizona,01/07/05,30884.92047
Arizona,01/06/05,18874.65214
Arizona,01/05/05,17037.69925
Arizona,01/04/05,13303.13433
Arizona,01/03/05,8393.8143
Arizona,01/02/05,11589.0059
Arizona,01/01/05,11557.22171
Arizona,01/12/04,13655.94063
Arizona,01/11/04,15539.56569
Arizona,01/10/04,18066.36156
Arizona,01/09/04,23051.40536
Arizona,01/08/04,28858.56448
Arizona,01/07/04,31355.29115
Arizona,01/06/04,24958.87125
Arizona,01/05/04,21410.7576
Arizona,01/04/04,17527.63383
Arizona,01/03/04,17044.06894
Arizona,01/02/04,16930.50318
Arizona,01/01/04,11922.2955
Arizona,01/12/03,7252.796
Arizona,01/11/03,10442.186
Arizona,01/10/03,19805.679
Arizona,01/09/03,21366.85
Arizona,01/08/03,26820.853
Arizona,01/07/03,24698.381
Arizona,01/06/03,12182.48
Arizona,01/05/03,8750.186
Arizona,01/04/03,9659.755
Arizona,01/03/03,11951.167
Arizona,01/02/03,9176.615
Arizona,01/01/03,8033.336
Arizona,01/12/02,12130.879
Arizona,01/11/02,11510.411
Arizona,01/10/02,14354.155
Arizona,01/09/02,16847.401
Arizona,01/08/02,17996.129
Arizona,01/07/02,19304.859
Arizona,01/06/02,12579.258
Arizona,01/05/02,9244.955
Arizona,01/04/02,7964.44
Arizona,01/03/02,9125.286
Arizona,01/02/02,7902.488
Arizona,01/01/02,6385.567
Arizona,01/12/01,8910.026
Arizona,01/11/01,6852.574
Arizona,01/10/01,9807.603
Arizona,01/09/01,10114.57
Arizona,01/08/01,12373.374
Arizona,01/07/01,13635.918
Arizona,01/06/01,12611.253
Arizona,01/05/01,14944.462
Arizona,01/04/01,11728.791
Arizona,01/03/01,10723.284
Arizona,01/02/01,10178.3
Arizona,01/01/01,7206.117
Arkansas,01/03/22,13942.117
Arkansas,01/02/22,7717.748
Arkansas,01/01/22,15984.575
Arkansas,01/12/21,14688.466
Arkansas,01/11/21,16457.822
Arkansas,01/10/21,13756.024
Arkansas,01/09/21,12696.947
Arkansas,01/08/21,15054.254
Arkansas,01/07/21,14212.318
Arkansas,01/06/21,14395.518
Arkansas,01/05/21,7988.05
Arkansas,01/04/21,12280.964
Arkansas,01/03/21,10785.399
Arkansas,01/02/21,7148.217
Arkansas,01/01/21,8212.563
Arkansas,01/12/20,10287.396
Arkansas,01/11/20,6059.106
Arkansas,01/10/20,10062.032
Arkansas,01/09/20,7936.527
Arkansas,01/08/20,16615.39
Arkansas,01/07/20,17806.083
Arkansas,01/06/20,14310.946
Arkansas,01/05/20,9554.66
Arkansas,01/04/20,7950.178
Arkansas,01/03/20,10986.439
Arkansas,01/02/20,10190.799
Arkansas,01/01/20,13615.045
Arkansas,01/12/19,10909.325
Arkansas,01/11/19,10093.981
Arkansas,01/10/19,15137.68
Arkansas,01/09/19,14529.232
Arkansas,01/08/19,18329.769
Arkansas,01/07/19,17429.793
Arkansas,01/06/19,15968.759
Arkansas,01/05/19,12114.687
Arkansas,01/04/19,10045.792
Arkansas,01/03/19,11326.04
Arkansas,01/02/19,13344.207
Arkansas,01/01/19,10301.856
Arkansas,01/12/18,5702.076
Arkansas,01/11/18,7212.842
Arkansas,01/10/18,13279.684
Arkansas,01/09/18,11207.187
Arkansas,01/08/18,15769.899
Arkansas,01/07/18,17778.86
Arkansas,01/06/18,16404.02
Arkansas,01/05/18,15356.457
Arkansas,01/04/18,13536.067
Arkansas,01/03/18,13378.015
Arkansas,01/02/18,11404.863
Arkansas,01/01/18,11634.665
Arkansas,01/12/17,12625.735
Arkansas,01/11/17,5858.392
Arkansas,01/10/17,10164.963
Arkansas,01/09/17,10770.25
Arkansas,01/08/17,11089.771
Arkansas,01/07/17,16035.658
Arkansas,01/06/17,12324.785
Arkansas,01/05/17,12065.409
Arkansas,01/04/17,12186.09
Arkansas,01/03/17,11042.472
Arkansas,01/02/17,6862.987
Arkansas,01/01/17,6022.071
Arkansas,01/12/16,7145.706
Arkansas,01/11/16,10822.294
Arkansas,01/10/16,9016.125
Arkansas,01/09/16,9070.615
Arkansas,01/08/16,16252.561
Arkansas,01/07/16,16153.09
Arkansas,01/06/16,17125.687
Arkansas,01/05/16,12106.694
Arkansas,01/04/16,10434.072
Arkansas,01/03/16,12695.104
Arkansas,01/02/16,5866.048
Arkansas,01/01/16,8628.804
Arkansas,01/12/15,6818.09
Arkansas,01/11/15,5445.933
Arkansas,01/10/15,4134.593
Arkansas,01/09/15,8588.301
Arkansas,01/08/15,12555.794
Arkansas,01/07/15,12815.337
Arkansas,01/06/15,9908.004
Arkansas,01/05/15,7399.612
Arkansas,01/04/15,8839.532
Arkansas,01/03/15,10638.503
Arkansas,01/02/15,12427.747
Arkansas,01/01/15,9981.481
Arkansas,01/12/14,5419.509
Arkansas,01/11/14,3614.765
Arkansas,01/10/14,4496.049
Arkansas,01/09/14,5757.574
Arkansas,01/08/14,7681.288
Arkansas,01/07/14,6782.734
Arkansas,01/06/14,8149.801
Arkansas,01/05/14,6337.692
Arkansas,01/04/14,5553.318
